Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-37564-80-6,172.16.0.1,37564,192.168.10.50,80,6,5/7/2017 10:48,98821774,6,7,398,11595.0,380,0,66.33333333,153.6927671,4344,0,1656.428571,1760.597234,121.3598938,0.131549956,8235147.833,28500000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,98800000.0,16500000.0,40300000.0,98700000.0,48.0,0,0,0,0,164,232,0.060715364,0.070834592,0,4344,857.0714286,1458.794258,2128080.687,1,0,0,0,0,0,0,0,1,923.0,66.33333333,1656.428571,164,0,0,0,0,0,0,6,398,7,11595,0,235,3,20,13052.0,0.0,13052.0,13052.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37566-80-6,172.16.0.1,37566,192.168.10.50,80,6,5/7/2017 10:48,98820753,6,6,416,11595.0,398,0,69.33333333,161.0399536,5792,0,1932.5,2181.008184,121.5432957,0.121431983,8983704.818,29700000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,150537.0,30107.4,61180.22597,139222.0,46.0,0,0,0,0,164,200,0.060715992,0.060715992,0,5792,924.3846154,1713.707946,2936794.923,1,0,0,0,0,0,0,0,1,1001.416667,69.33333333,1932.5,164,0,0,0,0,0,0,6,416,6,11595,0,235,3,20,14016.0,0.0,14016.0,14016.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37556-80-6,172.16.0.1,37556,192.168.10.50,80,6,5/7/2017 10:48,98822764,9,6,359,11595.0,353,0,39.88888889,117.4334327,8688,0,1932.5,3384.303045,120.9640321,0.15178689,7058768.857,26400000.0,98700000.0,0.0,98700000.0,12300000.0,34900000.0,98700000.0,0.0,151550.0,30310.0,62136.30123,141197.0,48.0,0,0,0,0,284,200,0.091072134,0.060714756,0,8688,747.125,2173.605081,4724559.05,0,0,0,0,1,0,0,0,0,796.9333333,39.88888889,1932.5,284,0,0,0,0,0,0,9,359,6,11595,251,235,2,20,1999.0,0.0,1999.0,1999.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37562-80-6,172.16.0.1,37562,192.168.10.50,80,6,5/7/2017 10:48,98820697,7,5,301,11595.0,301,0,43.0,113.7673064,7240,0,2319.0,3003.171157,120.3796407,0.121432052,8983699.727,29700000.0,98700000.0,1.0,98700000.0,16400000.0,40300000.0,98700000.0,1.0,151425.0,37856.25,68999.49811,141120.0,52.0,0,0,0,0,232,168,0.070835364,0.050596688,0,7240,915.0769231,2085.061928,4347483.244,0,0,0,0,1,0,0,0,0,991.3333333,43.0,2319.0,232,0,0,0,0,0,0,7,301,5,11595,274,235,1,32,1006.0,0.0,1006.0,1006.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-36200-80-6,172.16.0.1,36200,192.168.10.50,80,6,5/7/2017 10:48,99557957,9,6,367,11595.0,361,0,40.77777778,120.0997271,7240,0,1932.5,2695.639126,120.1511196,0.150666009,7111282.643,26600000.0,99400000.0,0.0,99400000.0,12400000.0,35100000.0,99400000.0,0.0,148588.0,29717.6,60299.50709,137266.0,90.0,0,0,0,0,284,200,0.090399605,0.060266403,0,7240,747.625,1824.407771,3328463.717,0,0,0,0,1,0,0,0,0,797.4666667,40.77777778,1932.5,284,0,0,0,0,0,0,9,367,6,11595,274,235,2,20,1008.0,0.0,1008.0,1008.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-37572-80-6,172.16.0.1,37572,192.168.10.50,80,6,5/7/2017 10:48,98818726,8,6,368,11595.0,368,0,46.0,130.1076477,4344,0,1932.5,1754.831473,121.0600509,0.141673553,7601440.462,27400000.0,98700000.0,1.0,98700000.0,14100000.0,37300000.0,98700000.0,1.0,148455.0,29691.0,60283.38294,137197.0,16.0,0,0,0,0,264,200,0.080956316,0.060717237,0,4344,797.5333333,1424.255137,2028502.695,0,0,0,0,1,0,0,0,0,854.5,46.0,1932.5,264,0,0,0,0,0,0,8,368,6,11595,274,235,1,32,1979.0,0.0,1979.0,1979.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37574-80-6,172.16.0.1,37574,192.168.10.50,80,6,5/7/2017 10:48,98819658,5,7,335,11595.0,323,0,67.0,143.1397918,4344,0,1656.428571,1760.597234,120.7249675,0.121433329,8983605.273,29700000.0,98700000.0,2.0,98700000.0,24700000.0,49300000.0,98700000.0,2.0,98800000.0,16500000.0,40300000.0,98700000.0,16.0,0,0,0,0,144,232,0.05059722,0.070836108,0,4344,918.1538462,1498.606511,2245821.474,1,0,0,0,0,0,0,0,1,994.6666667,67.0,1656.428571,144,0,0,0,0,0,0,5,335,7,11595,0,235,2,20,13005.0,0.0,13005.0,13005.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37584-80-6,172.16.0.1,37584,192.168.10.50,80,6,5/7/2017 10:48,98819800,6,6,349,11595.0,349,0,58.16666667,142.4786534,7240,0,1932.5,2695.639126,120.866466,0.121433154,8983618.182,29700000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,146570.0,29314.0,59884.3552,136163.0,90.0,0,0,0,0,200,200,0.060716577,0.060716577,0,7240,918.7692308,1997.659262,3990642.526,0,0,0,0,1,0,0,0,1,995.3333333,58.16666667,1932.5,200,0,0,0,0,0,0,6,349,6,11595,274,235,1,32,4.0,0.0,4.0,4.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-36198-80-6,172.16.0.1,36198,192.168.10.50,80,6,5/7/2017 10:48,99556970,8,7,338,11595.0,338,0,42.25,119.501046,4344,0,1656.428571,1757.579003,119.8610203,0.150667502,7111212.143,26600000.0,99400000.0,1.0,99400000.0,14200000.0,37600000.0,99400000.0,1.0,148755.0,24792.5,55253.44212,137230.0,14.0,0,0,0,0,264,232,0.080356001,0.070311501,0,4344,745.8125,1389.370515,1930350.429,0,0,0,0,1,0,0,0,0,795.5333333,42.25,1656.428571,264,0,0,0,0,0,0,8,338,7,11595,274,235,1,32,1027.0,0.0,1027.0,1027.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-37582-80-6,172.16.0.1,37582,192.168.10.50,80,6,5/7/2017 10:48,98820825,5,8,355,11595.0,343,0,71.0,152.0822146,2907,0,1449.375,1342.289402,120.9259283,0.131551219,8235068.75,28500000.0,98700000.0,3.0,98700000.0,24700000.0,49300000.0,98700000.0,1002.0,98800000.0,14100000.0,37300000.0,98700000.0,4.0,0,0,0,0,144,264,0.050596623,0.080954596,0,2907,854.0,1219.23753,1486540.154,1,0,0,0,0,0,0,0,1,919.6923077,71.0,1449.375,144,0,0,0,0,0,0,5,355,8,11595,0,235,2,20,14009.0,0.0,14009.0,14009.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37590-80-6,172.16.0.1,37590,192.168.10.50,80,6,5/7/2017 10:48,98818853,5,7,374,11595.0,362,0,74.8,160.577707,4344,0,1656.428571,1947.638216,121.1206125,0.121434318,8983532.091,29700000.0,98700000.0,2.0,98700000.0,24700000.0,49300000.0,98700000.0,4.0,98800000.0,16500000.0,40300000.0,98700000.0,48.0,0,0,0,0,144,232,0.050597632,0.070836685,0,4344,921.1538462,1608.995331,2588865.974,1,0,0,0,0,0,0,0,1,997.9166667,74.8,1656.428571,144,0,0,0,0,0,0,5,374,7,11595,0,235,2,20,12971.0,0.0,12971.0,12971.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37586-80-6,172.16.0.1,37586,192.168.10.50,80,6,5/7/2017 10:48,98822767,6,7,384,11595.0,366,0,64.0,147.9783768,5792,0,1656.428571,2120.732252,121.2170066,0.131548634,8235230.583,28500000.0,98700000.0,4.0,98700000.0,19700000.0,44100000.0,98700000.0,4.0,98800000.0,16500000.0,40300000.0,98700000.0,14.0,0,0,0,0,164,232,0.060714754,0.07083388,0,5792,856.0714286,1665.611575,2774261.918,1,0,0,0,0,0,0,0,1,921.9230769,64.0,1656.428571,164,0,0,0,0,0,0,6,384,7,11595,0,235,3,20,13990.0,0.0,13990.0,13990.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37588-80-6,172.16.0.1,37588,192.168.10.50,80,6,5/7/2017 10:48,98822657,6,5,353,11595.0,353,0,58.83333333,144.1116465,10136,0,2319.0,4414.366206,120.9034483,0.111310506,9882265.7,31200000.0,98700000.0,3.0,98700000.0,19700000.0,44100000.0,98700000.0,3.0,149429.0,37357.25,67376.10274,138128.0,83.0,0,0,0,0,200,168,0.060714822,0.050595685,0,10136,995.6666667,2908.665809,8460336.788,0,0,0,0,1,0,0,0,0,1086.181818,58.83333333,2319.0,200,0,0,0,0,0,0,6,353,5,11595,251,235,1,32,970.0,0.0,970.0,970.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37596-80-6,172.16.0.1,37596,192.168.10.50,80,6,5/7/2017 10:48,98818575,6,7,326,11595.0,308,0,54.33333333,124.3055376,5792,0,1656.428571,2119.480114,120.6352146,0.131554214,8234881.25,28500000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,98800000.0,16500000.0,40300000.0,98700000.0,54.0,0,0,0,0,164,232,0.06071733,0.070836885,0,5792,851.9285714,1666.26069,2776424.687,1,0,0,0,0,0,0,0,1,917.4615385,54.33333333,1656.428571,164,0,0,0,0,0,0,6,326,7,11595,0,235,3,20,12841.0,0.0,12841.0,12841.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37592-80-6,172.16.0.1,37592,192.168.10.50,80,6,5/7/2017 10:48,98818772,6,7,404,11595.0,386,0,67.33333333,156.1418159,5792,0,1656.428571,2120.732252,121.4242978,0.131553952,8234897.667,28500000.0,98700000.0,3.0,98700000.0,19700000.0,44100000.0,98700000.0,3.0,98800000.0,16500000.0,40300000.0,98700000.0,47.0,0,0,0,0,164,232,0.060717209,0.070836743,0,5792,857.5,1665.167432,2772782.577,1,0,0,0,0,0,0,0,1,923.4615385,67.33333333,1656.428571,164,0,0,0,0,0,0,6,404,7,11595,0,235,3,20,12999.0,0.0,12999.0,12999.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37600-80-6,172.16.0.1,37600,192.168.10.50,80,6,5/7/2017 10:48,98819865,6,7,311,11595.0,311,0,51.83333333,126.9652183,4344,0,1656.428571,1757.579003,120.4818485,0.131552497,8234988.75,28500000.0,98700000.0,0.0,98700000.0,19700000.0,44100000.0,98700000.0,0.0,146581.0,24430.16667,54429.10949,135178.0,4.0,0,0,0,0,200,232,0.060716537,0.07083596,0,4344,850.4285714,1460.039816,2131716.264,0,0,0,0,1,0,0,0,1,915.8461538,51.83333333,1656.428571,200,0,0,0,0,0,0,6,311,7,11595,274,235,1,32,4.0,0.0,4.0,4.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37598-80-6,172.16.0.1,37598,192.168.10.50,80,6,5/7/2017 10:48,98820850,7,7,350,11595.0,350,0,50.0,132.2875656,5792,0,1656.428571,2118.227235,120.8753011,0.141670508,7601603.846,27400000.0,98700000.0,1.0,98700000.0,16400000.0,40300000.0,98700000.0,1.0,148568.0,24761.33333,54771.13429,136145.0,45.0,0,0,0,0,232,232,0.070835254,0.070835254,0,5792,796.3333333,1619.91859,2624136.238,0,0,0,0,1,0,0,0,1,853.2142857,50.0,1656.428571,232,0,0,0,0,0,0,7,350,7,11595,251,235,1,32,3.0,0.0,3.0,3.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37594-80-6,172.16.0.1,37594,192.168.10.50,80,6,5/7/2017 10:48,98821842,6,7,416,11595.0,398,0,69.33333333,161.0399536,7240,0,1656.428571,2698.609263,121.5419563,0.131549865,8235153.5,28500000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,98800000.0,16500000.0,40300000.0,98700000.0,72.0,0,0,0,0,164,232,0.060715322,0.070834543,0,7240,858.3571429,2014.274277,4057300.863,1,0,0,0,0,0,0,0,1,924.3846154,69.33333333,1656.428571,164,0,0,0,0,0,0,6,416,7,11595,0,235,3,20,12986.0,0.0,12986.0,12986.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-36206-80-6,172.16.0.1,36206,192.168.10.50,80,6,5/7/2017 10:48,99565705,5,7,337,11595.0,325,0,67.4,144.0340238,5792,0,1656.428571,2120.732252,119.8404611,0.120523427,9051427.727,30000000.0,99400000.0,2.0,99400000.0,24900000.0,49700000.0,99400000.0,2.0,99600000.0,16600000.0,40600000.0,99400000.0,47.0,0,0,0,0,144,232,0.050218095,0.070305333,0,5792,918.3076923,1715.961751,2944524.731,1,0,0,0,0,0,0,0,1,994.8333333,67.4,1656.428571,144,0,0,0,0,0,0,5,337,7,11595,0,235,2,20,10003.0,0.0,10003.0,10003.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-37602-80-6,172.16.0.1,37602,192.168.10.50,80,6,5/7/2017 10:48,98819849,7,4,379,11595.0,379,0,54.14285714,143.2485353,8688,0,2898.75,4095.56617,121.1699888,0.111313669,9881984.9,31200000.0,98700000.0,1.0,98700000.0,16400000.0,40300000.0,98700000.0,1.0,146592.0,48864.0,75954.56794,136385.0,189.0,0,0,0,0,232,136,0.070835971,0.040477698,0,8688,997.8333333,2560.674231,6557052.515,0,0,0,0,1,0,0,0,0,1088.545455,54.14285714,2898.75,232,0,0,0,0,0,0,7,379,4,11595,274,235,1,32,974.0,0.0,974.0,974.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37604-80-6,172.16.0.1,37604,192.168.10.50,80,6,5/7/2017 10:48,98818718,6,6,345,11595.0,345,0,57.5,140.8456602,4344,0,1932.5,1754.831473,120.8273113,0.121434484,8983519.818,29700000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,147522.0,29504.4,60331.93882,137152.0,47.0,0,0,0,0,200,200,0.060717242,0.060717242,0,4344,918.4615385,1498.807838,2246424.936,0,0,0,0,1,0,0,0,1,995.0,57.5,1932.5,200,0,0,0,0,0,0,6,345,6,11595,251,235,1,32,4.0,0.0,4.0,4.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-36204-80-6,172.16.0.1,36204,192.168.10.50,80,6,5/7/2017 10:48,99566819,5,8,360,11595.0,348,0,72.0,154.3178538,4344,0,1449.375,1547.981999,120.070121,0.130565585,8297234.917,28700000.0,99400000.0,16.0,99400000.0,24900000.0,49700000.0,99400000.0,46.0,99600000.0,14200000.0,37600000.0,99400000.0,16.0,0,0,0,0,144,264,0.050217533,0.080348052,0,4344,854.3571429,1343.974794,1806268.247,1,0,0,0,0,0,0,0,1,920.0769231,72.0,1449.375,144,0,0,0,0,0,0,5,360,8,11595,0,235,2,20,11010.0,0.0,11010.0,11010.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-36218-80-6,172.16.0.1,36218,192.168.10.50,80,6,5/7/2017 10:48,99563744,9,6,307,11595.0,307,0,34.11111111,102.3333333,5792,0,1932.5,2181.008184,119.541507,0.150657251,7111696.0,26600000.0,99400000.0,1.0,99400000.0,12400000.0,35100000.0,99400000.0,1.0,150346.0,30069.2,61686.69238,140156.0,45.0,0,0,0,0,296,200,0.090394351,0.060262901,0,5792,743.875,1579.703975,2495464.65,0,0,0,0,1,0,0,0,0,793.4666667,34.11111111,1932.5,296,0,0,0,0,0,0,9,307,6,11595,251,235,1,32,1002.0,0.0,1002.0,1002.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-36216-80-6,172.16.0.1,36216,192.168.10.50,80,6,5/7/2017 10:48,99563637,5,6,302,11595.0,290,0,60.4,128.3853574,7240,0,1932.5,3126.682571,119.4914163,0.110482103,9956363.7,31400000.0,99400000.0,3.0,99400000.0,24900000.0,49700000.0,99400000.0,3.0,99600000.0,19900000.0,44400000.0,99400000.0,65.0,0,0,0,0,144,200,0.050219138,0.060262965,0,7240,991.9166667,2327.02465,5415043.72,1,0,0,0,0,0,0,0,1,1082.090909,60.4,1932.5,144,0,0,0,0,0,0,5,302,6,11595,0,235,2,20,11975.0,0.0,11975.0,11975.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-37612-80-6,172.16.0.1,37612,192.168.10.50,80,6,5/7/2017 10:48,98818707,7,6,370,11595.0,370,0,52.85714286,139.846855,5792,0,1932.5,2181.008184,121.0803133,0.131554039,8234892.25,28500000.0,98700000.0,1.0,98700000.0,16400000.0,40300000.0,98700000.0,1.0,149451.0,29890.2,61230.30279,139153.0,45.0,0,0,0,0,232,200,0.07083679,0.060717249,0,5792,854.6428571,1666.466072,2777109.17,0,0,0,0,1,0,0,0,0,920.3846154,52.85714286,1932.5,232,0,0,0,0,0,0,7,370,6,11595,251,235,1,32,1000.0,0.0,1000.0,1000.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-36210-80-6,172.16.0.1,36210,192.168.10.50,80,6,5/7/2017 10:48,99567597,5,6,365,11595.0,353,0,73.0,156.5535052,7240,0,1932.5,3126.682571,120.1193999,0.110477709,9956759.7,31400000.0,99400000.0,2.0,99400000.0,24900000.0,49700000.0,99400000.0,2.0,99600000.0,19900000.0,44400000.0,99400000.0,46.0,0,0,0,0,144,200,0.05021714,0.060260569,0,7240,997.1666667,2325.36757,5407334.333,1,0,0,0,0,0,0,0,1,1087.818182,73.0,1932.5,144,0,0,0,0,0,0,5,365,6,11595,0,235,2,20,10996.0,0.0,10996.0,10996.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-37620-80-6,172.16.0.1,37620,192.168.10.50,80,6,5/7/2017 10:48,98816840,7,5,359,11595.0,353,0,51.28571429,133.062284,8688,0,2319.0,3774.237539,120.9712838,0.121436792,8983349.091,29700000.0,98700000.0,2.0,98700000.0,16400000.0,40300000.0,98700000.0,2.0,147612.0,36903.0,66379.13642,136175.0,190.0,0,0,0,0,220,168,0.070838128,0.050598663,0,8688,919.5384615,2466.454325,6083396.936,0,0,0,0,1,0,0,0,0,996.1666667,51.28571429,2319.0,220,0,0,0,0,0,0,7,359,5,11595,251,235,2,20,1000.0,0.0,1000.0,1000.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37622-80-6,172.16.0.1,37622,192.168.10.50,80,6,5/7/2017 10:48,98819681,6,7,362,11595.0,344,0,60.33333333,138.998801,5792,0,1656.428571,2120.732252,120.9981643,0.131552742,8234973.417,28500000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,98800000.0,16500000.0,40300000.0,98700000.0,45.0,0,0,0,0,164,232,0.06071665,0.070836092,0,5792,854.5,1666.119801,2775955.192,1,0,0,0,0,0,0,0,1,920.2307692,60.33333333,1656.428571,164,0,0,0,0,0,0,6,362,7,11595,0,235,3,20,12986.0,0.0,12986.0,12986.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37616-80-6,172.16.0.1,37616,192.168.10.50,80,6,5/7/2017 10:48,98817692,7,6,302,11595.0,302,0,43.14285714,114.1452708,5792,0,1932.5,2181.008184,120.393421,0.13155539,8234807.667,28500000.0,98700000.0,0.0,98700000.0,16400000.0,40300000.0,98700000.0,0.0,149347.0,29869.4,61217.25258,139112.0,45.0,0,0,0,0,232,200,0.070837518,0.060717872,0,5792,849.7857143,1668.085599,2782509.566,0,0,0,0,1,0,0,0,0,915.1538462,43.14285714,1932.5,232,0,0,0,0,0,0,7,302,6,11595,274,235,1,32,5.0,0.0,5.0,5.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37618-80-6,172.16.0.1,37618,192.168.10.50,80,6,5/7/2017 10:48,98816831,7,8,368,11595.0,344,0,52.57142857,128.5390435,5792,0,1449.375,1895.881019,121.0623725,0.151796003,7058345.071,26400000.0,98700000.0,1.0,98700000.0,16400000.0,40300000.0,98700000.0,1.0,98800000.0,14100000.0,37300000.0,98700000.0,48.0,0,0,0,0,184,264,0.070838135,0.080957868,0,5792,748.0625,1486.181078,2208734.196,1,0,0,0,0,0,0,0,1,797.9333333,52.57142857,1449.375,184,0,0,0,0,0,0,7,368,8,11595,0,235,4,20,12983.0,0.0,12983.0,12983.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37632-80-6,172.16.0.1,37632,192.168.10.50,80,6,5/7/2017 10:48,98812784,5,7,334,11595.0,322,0,66.8,142.6926768,5792,0,1656.428571,2120.732252,120.7232457,0.121441776,8982980.364,29700000.0,98700000.0,3.0,98700000.0,24700000.0,49300000.0,98700000.0,3.0,98800000.0,16500000.0,40300000.0,98700000.0,13.0,0,0,0,0,144,232,0.05060074,0.070841036,0,5792,918.0769231,1716.04839,2944822.077,1,0,0,0,0,0,0,0,1,994.5833333,66.8,1656.428571,144,0,0,0,0,0,0,5,334,7,11595,0,235,2,20,13014.0,0.0,13014.0,13014.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37626-80-6,172.16.0.1,37626,192.168.10.50,80,6,5/7/2017 10:48,98813810,5,7,388,11595.0,376,0,77.6,166.8376456,7240,0,1656.428571,2566.885263,121.2684745,0.121440515,8983073.636,29700000.0,98700000.0,40.0,98700000.0,24700000.0,49300000.0,98700000.0,1004.0,98800000.0,16500000.0,40300000.0,98700000.0,89.0,0,0,0,0,144,232,0.050600215,0.070840301,0,7240,922.2307692,1996.34141,3985379.026,1,0,0,0,0,0,0,0,1,999.0833333,77.6,1656.428571,144,0,0,0,0,0,0,5,388,7,11595,0,235,2,20,13944.0,0.0,13944.0,13944.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-37624-80-6,172.16.0.1,37624,192.168.10.50,80,6,5/7/2017 10:48,98817844,6,8,313,11595.0,295,0,52.16666667,118.9998599,2896,0,1449.375,1340.593146,120.5045518,0.141674817,7601372.615,27400000.0,98700000.0,1.0,98700000.0,19700000.0,44100000.0,98700000.0,1.0,98800000.0,14100000.0,37300000.0,98700000.0,33.0,0,0,0,0,164,264,0.060717779,0.080957038,0,2896,794.2666667,1195.530633,1429293.495,1,0,0,0,0,0,0,0,1,851.0,52.16666667,1449.375,164,0,0,0,0,0,0,6,313,8,11595,0,235,3,20,12974.0,0.0,12974.0,12974.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk
172.16.0.1-192.168.10.50-36226-80-6,172.16.0.1,36226,192.168.10.50,80,6,5/7/2017 10:48,99575992,7,7,369,11595.0,363,0,52.71428571,136.8414098,5792,0,1656.428571,2118.227235,120.1494433,0.140596139,7659691.692,27600000.0,99400000.0,2.0,99400000.0,16600000.0,40600000.0,99400000.0,2.0,150795.0,25132.5,56115.57549,139331.0,13.0,0,0,0,0,220,232,0.070298069,0.070298069,0,5792,797.6,1619.455984,2622637.686,0,0,0,0,1,0,0,0,1,854.5714286,52.71428571,1656.428571,220,0,0,0,0,0,0,7,369,7,11595,251,235,2,20,993.0,0.0,993.0,993.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-37634-80-6,172.16.0.1,37634,192.168.10.50,80,6,5/7/2017 10:48,98811813,5,6,367,11595.0,355,0,73.4,157.4477691,8688,0,1932.5,3385.244201,121.0584002,0.111322722,9881181.3,31200000.0,98600000.0,5.0,98700000.0,24700000.0,49300000.0,98600000.0,5.0,98800000.0,19800000.0,44100000.0,98700000.0,184.0,0,0,0,0,144,200,0.050601237,0.060721485,0,8688,997.3333333,2484.438416,6172434.242,1,0,0,0,0,0,0,0,1,1088.0,73.4,1932.5,144,0,0,0,0,0,0,5,367,6,11595,0,235,2,20,14011.0,0.0,14011.0,14011.0,98600000.0,0.0,98600000.0,98600000.0,DoS Hulk
172.16.0.1-192.168.10.50-36232-80-6,172.16.0.1,36232,192.168.10.50,80,6,5/7/2017 10:48,99572977,9,4,355,11595.0,355,0,39.44444444,118.3333333,8688,0,2898.75,4095.56617,120.0124809,0.130557511,8297748.083,28700000.0,99400000.0,0.0,99400000.0,12400000.0,35100000.0,99400000.0,0.0,150748.0,50249.33333,77517.35025,139540.0,189.0,0,0,0,0,296,136,0.090385969,0.040171542,0,8688,853.5714286,2383.562935,5681372.264,0,0,0,0,1,0,0,0,0,919.2307692,39.44444444,2898.75,296,0,0,0,0,0,0,9,355,4,11595,251,235,1,32,1975.0,0.0,1975.0,1975.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
172.16.0.1-192.168.10.50-57380-80-6,192.168.10.50,80,172.16.0.1,57380,6,5/7/2017 10:48,83457146,5,6,11595,371.0,8688,0,2319.0,3776.347044,353,0,61.83333333,142.6722351,143.3789744,0.131804172,8345714.6,26300000.0,83300000.0,32.0,83500000.0,20900000.0,41600000.0,83300000.0,235.0,83300000.0,16700000.0,37200000.0,83300000.0,32.0,0,0,0,0,168,164,0.059910987,0.071893185,0,8688,997.1666667,2560.621616,6556783.061,0,0,0,0,1,0,0,0,1,1087.818182,2319.0,61.83333333,168,0,0,0,0,0,0,5,11595,6,371,235,229,2,32,10944.0,0.0,10944.0,10944.0,83300000.0,0.0,83300000.0,83300000.0,BENIGN
